cidade,pais,lat,lon
Monteria,Colombia,8.76,-75.8856
Samarkand,Uzbekistan,39.6542,66.9597
Davangere,India,14.4667,75.9167
Jammu,India,32.7333,74.85
Mazatlan,Mexico,23.22,-106.42
Murcia,Spain,37.9861,-1.1303
Ile-Ife,Nigeria,7.4667,4.5667
Kirov,Russia,58.6,49.65
Qaraghandy,Kazakhstan,49.8,73.1167
Belas,Angola,-8.9983,13.265
Mazatan,Mexico,29.0167,-110.1333
Duisburg,Germany,51.4322,6.7611
Mykolaiv,Ukraine,46.9667,32.0
Provo,United States,40.2457,-111.6457
Meicheng,China,30.6412,116.5689
Niteroi,Brazil,-22.8833,-43.1036
Matsudo,Japan,35.7878,139.9031
Sukkur,Pakistan,27.6995,68.8673
Rouen,France,49.4428,1.0886
Higashi-osaka,Japan,34.6794,135.6008
Worcester,United States,42.2705,-71.8079
Hongjiang,China,27.1167,109.95
Chimbote,Peru,-9.0745,-78.5936
Ixtapaluca,Mexico,19.3186,-98.8822
Dengtacun,China,41.42,123.33
Zhijiang,China,30.4271,111.7506
Chengjiao,China,35.4043,114.0593
Beipiao,China,41.802,120.7621
Murrieta,United States,33.572,-117.1909
Kota Bharu,Malaysia,6.1333,102.25
Ciudad Lopez Mateos,Mexico,19.55,-99.2833
Vinh,Vietnam,18.6733,105.6922
Tultitlan de Mariano Escobedo,Mexico,19.645,-99.1694
Duyun,China,26.2672,107.5143
Kandahar,Afghanistan,31.6078,65.7053
Nishinomiya-hama,Japan,34.7333,135.3333
Larkana,Pakistan,27.56,68.2264
Cheboksary,Russia,56.1333,47.25
Yuanping,China,38.7299,112.7134
Port Sudan,Sudan,19.6158,37.2164
Edinburgh,United Kingdom,55.953,-3.189
Belgaum,India,15.8667,74.5
Tula,Russia,54.2,37.6167
Suez,Egypt,29.9667,32.5333
Shahe,China,36.8622,114.502
Yazd,Iran,31.8972,54.3678
Serra,Brazil,-20.1289,-40.3078
Nazret,Ethiopia,8.55,39.27
Gaoping,China,35.7911,112.9259
Greenville,United States,34.8353,-82.3647
Arak,Iran,34.08,49.7
San Nicolas de los Garza,Mexico,25.75,-100.2833
Gulbarga,India,17.3333,76.8333
Juiz de Fora,Brazil,-21.7642,-43.3503
Dunhua,China,43.3667,128.2333
Brookhaven,United States,40.8321,-72.9518
Az Zarqa',Jordan,32.0833,36.1
Americana,Brazil,-22.7392,-47.3314
Ardabil,Iran,38.25,48.3
Sylhet,Bangladesh,24.9,91.8667
Wichita,United States,37.6896,-97.3442
Toledo,United States,41.6639,-83.5822
Kaihua,China,23.3715,104.2437
Caerdydd,United Kingdom,51.4833,-3.1833
Jamnagar,India,22.47,70.07
Dhulia,India,20.9,74.7833
Nampula,Mozambique,-15.1167,39.2667
Gaya,India,24.75,85.0167
Florianopolis,Brazil,-27.5933,-48.553
Chiniot,Pakistan,31.7167,72.9833
Jiannan,China,31.3446,104.1994
Oita,Japan,33.2333,131.6067
Wuhai,China,39.6708,106.8114
Kaliningrad,Russia,54.7167,20.5
Nangong,China,37.3606,115.3803
Staten Island,United States,40.5834,-74.1496
San Juan,Argentina,-31.5375,-68.5364
Vila Velha,Brazil,-20.3364,-40.2936
Macapa,Brazil,0.033,-51.0653
Shekhupura,Pakistan,31.7083,74.0
Des Moines,United States,41.5725,-93.6105
Piura,Peru,-5.2008,-80.6253
Jiaojiangcun,China,28.6804,121.45
Laohekou,China,32.3849,111.6695
Beian,China,48.2395,126.5037
Fujin,China,47.2489,132.0341
Celaya,Mexico,20.5222,-100.8122
Xiaoyi,China,37.1449,111.7718
Strasbourg,France,48.5833,7.7458
Lanus,Argentina,-34.7,-58.4
Qingzhen,China,26.5555,106.4646
Jiangshan,China,28.7412,118.6225
Ba`qubah,Iraq,33.7447,44.6436
Tamale,Ghana,9.4075,-0.8533
Gdansk,Poland,54.3667,18.6333
Manado,Indonesia,1.4931,124.8413
Jinchang,China,38.5168,102.1866
Kanazawa,Japan,36.6,136.6167
Calabar,Nigeria,4.95,8.325
Long Beach,United States,33.7981,-118.1675
Malatya,Turkey,38.3554,38.3337
Hue,Vietnam,16.4637,107.5908
Cranbourne,Australia,-38.0996,145.2834
Jalgaon,India,21.0167,75.5667
Port St. Lucie,United States,27.2796,-80.3883
Maua,Brazil,-23.6678,-46.4608
Fukuyama,Japan,34.4858,133.3625
Tel Aviv-Yafo,Israel,32.08,34.78
Xicheng,China,23.3629,103.1545
Marikina City,Philippines,14.65,121.1
Pyeongtaek,"Korea, South",36.9947,127.0889
Kurnool,India,15.8222,78.035
City of Calamba,Philippines,14.2167,121.1667
Denton,United States,33.2176,-97.1419
Ar Ramadi,Iraq,33.4258,43.2992
Melaka,Malaysia,2.1889,102.2511
Jian'ou,China,27.0387,118.3215
Huadian,China,42.9688,126.7388
Taoyuan District,Taiwan,24.9889,121.3111
Iloilo,Philippines,10.7167,122.5667
Kota Kinabalu,Malaysia,5.975,116.0725
Minzhu,China,43.7192,127.337
Rajshahi,Bangladesh,24.3667,88.6
Tanta,Egypt,30.7833,31.0
Balashikha,Russia,55.8,37.95
Udaipur,India,24.5833,73.6833
Kursk,Russia,51.7372,36.1872
Mariupol,Ukraine,47.1306,37.5639
Bukavu,Congo (Kinshasa),-2.5,28.8667
Hsinchu,Taiwan,24.8047,120.9714
Barcelona,Venezuela,10.1333,-64.6833
Constantine,Algeria,36.365,6.6147
Tanbei,China,35.0907,112.9317
Ado-Ekiti,Nigeria,7.6167,5.2167
Batman,Turkey,37.8833,41.1333
Pasay City,Philippines,14.55,121.0
Madison,United States,43.0826,-89.3931
Baisha,China,29.4774,119.2853
Betim,Brazil,-19.9678,-44.1978
Bellary,India,15.15,76.915
Santiago de Cuba,Cuba,20.0283,-75.8206
Yongji,China,34.867,110.4417
Reno,United States,39.5497,-119.8483
Danjiangkou,China,32.5408,111.5098
Kahramanmaras,Turkey,37.5875,36.9453
Sao Jose do Rio Preto,Brazil,-20.82,-49.3789
Andijon,Uzbekistan,40.7,72.35
Harrisburg,United States,40.2752,-76.8843
Nancy,France,48.6936,6.1846
Puerto Plata,Dominican Republic,19.7958,-70.6944
Machida,Japan,35.5486,139.4467
Ning'an,China,44.3429,129.4621
Beira,Mozambique,-19.8333,34.85
Little Rock,United States,34.7256,-92.3576
San Cristobal,Venezuela,7.7714,-72.2261
Zurich,Switzerland,47.3786,8.54
Zhangjiakou Shi Xuanhua Qu,China,40.5944,115.0243
Sunch'on,"Korea, North",39.4167,125.9333
Diadema,Brazil,-23.6858,-46.6228
Guangming,China,45.3357,122.7765
Sangli,India,16.8667,74.5667
Tuticorin,India,8.7833,78.1333
Herat,Afghanistan,34.3738,62.1792
Kupang,Indonesia,-10.1633,123.5778
Jeju,"Korea, South",33.5097,126.5219
Bandar `Abbas,Iran,27.2,56.25
Santos,Brazil,-23.9608,-46.3339
Manizales,Colombia,5.0661,-75.4847
Stavropol,Russia,45.05,41.9833
Katsina,Nigeria,12.9889,7.6008
Yogyakarta,Indonesia,-7.8014,110.3644
Calicut,India,11.25,75.7667
Zanjan,Iran,36.6667,48.4833
Welkom,South Africa,-27.9831,26.7208
Ulan-Ude,Russia,51.8272,107.6064
Oakland,United States,37.7903,-122.2165
Mazar-e Sharif,Afghanistan,36.7,67.1167
Kashan,Iran,33.9833,51.4333
Kenitra,Morocco,34.25,-6.5833
Uyo,Nigeria,5.05,7.9333
Maringa,Brazil,-23.425,-51.9389
Khamis Mushayt,Saudi Arabia,18.3,42.7333
Masan,"Korea, South",35.1833,128.55
Cusco,Peru,-13.5183,-71.9781
Sevastopol,Ukraine,44.6,33.5333
Mandaluyong City,Philippines,14.5833,121.0333
Porto Velho,Brazil,-8.7619,-63.9039
Florencio Varela,Argentina,-34.8167,-58.2833
Akola,India,20.7333,77.0
Yan'an Beilu,China,44.0222,87.2961
Agadir,Morocco,30.4167,-9.5833
Mogi das Cruzes,Brazil,-23.5228,-46.1931
Durham,United States,35.9794,-78.9031
Likasi,Congo (Kinshasa),-10.9833,26.7333
Buenaventura,Colombia,3.8772,-77.0267
Laval,Canada,45.5833,-73.75
Toyota,Japan,35.0833,137.1567
Winston-Salem,United States,36.1029,-80.2611
Uijeongbu,"Korea, South",37.7486,127.0389
Tver,Russia,56.8578,35.9219
Elazig,Turkey,38.6667,39.2167
Akure,Nigeria,7.25,5.195
Hpa-An,Myanmar,16.8906,97.6333
Bonita Springs,United States,26.3559,-81.7861
Mishan,China,45.542,131.8666
Hailin,China,44.5735,129.3825
Seremban,Malaysia,2.7297,101.9381
Lecheng,China,25.1307,113.3472
Zhengjiatun,China,43.513,123.5003
Luhansk,Ukraine,48.5833,39.3333
Pencheng,China,29.6792,115.6611
Magnitogorsk,Russia,53.3833,59.0333
Takamatsu,Japan,34.35,134.05
Angeles City,Philippines,15.1472,120.5847
El Obeid,Sudan,13.1833,30.2167
Dalai,China,45.505,124.2863
Xingren,China,25.4352,105.1907
Kolwezi,Congo (Kinshasa),-10.7167,25.4667
Wenlan,China,23.3689,103.3881
Indio,United States,33.7346,-116.2346
Palm Coast,United States,29.5392,-81.246
Arusha,Tanzania,-3.3667,36.6833
Fenyang,China,37.2652,111.7793
Paju,"Korea, South",37.8328,126.8169
Oujda-Angad,Morocco,34.69,-1.91
Mataram,Indonesia,-8.5833,116.1167
Chattanooga,United States,35.0657,-85.2488
Lapu-Lapu City,Philippines,10.3127,123.9488
Jhang City,Pakistan,31.2681,72.3181
Nagqu,China,31.4766,92.0569
Kisumu,Kenya,-0.1,34.75
Jayapura,Indonesia,-2.5333,140.7167
Montes Claros,Brazil,-16.7322,-43.8636
Rio Branco,Brazil,-9.9781,-67.8117
Toyama,Japan,36.7,137.22
Fangting,China,31.1282,104.1695
Spokane,United States,47.6671,-117.433
Sochi,Russia,43.5853,39.7203
Bhagalpur,India,25.25,87.0167
Ivanovo,Russia,57.0,41.0
Osogbo,Nigeria,7.7667,4.5667
Imus,Philippines,14.4297,120.9367
Ciudad Obregon,Mexico,27.4939,-109.9389
Turkmenabat,Turkmenistan,39.1,63.5667
Zaria,Nigeria,11.0667,7.7
Namangan,Uzbekistan,40.9953,71.6725
Bryansk,Russia,53.25,34.3667
Taiping,China,32.0691,108.0351
Maracay,Venezuela,10.2469,-67.5958
Jiexiu,China,37.0282,111.9103
Mbale,Uganda,1.0806,34.175
Taraz,Kazakhstan,42.8833,71.3667
Asyut,Egypt,27.1869,31.1714
Santa Fe,Argentina,-31.6333,-60.7
Campina Grande,Brazil,-7.2306,-35.8811
Nagasaki,Japan,32.7833,129.8667
Szczecin,Poland,53.4247,14.5553
Ghulja,China,43.9,81.35
Syracuse,United States,43.0409,-76.1438
Carapicuiba,Brazil,-23.5228,-46.8358
Quilon,India,8.8853,76.5864
Jundiai,Brazil,-23.1864,-46.8842
Gifu,Japan,35.4167,136.7667
Lancaster,United States,40.0421,-76.3012
Eindhoven,Netherlands,51.4408,5.4778
Sikar,India,27.6119,75.1397
Tumkur,India,13.33,77.1
Jiangjiafan,China,31.0304,112.1
Dera Ghazi Khan,Pakistan,30.05,70.6333
Arlington,United States,32.6998,-97.125
Miyazaki,Japan,31.9167,131.4167
Stockton,United States,37.9765,-121.3109
Bhatpara,India,22.8667,88.4167
Sandakan,Malaysia,5.8388,118.1173
Hejin,China,35.5914,110.706
Thanh Hoa,Vietnam,19.8075,105.7764
Muzaffarnagar,India,29.4708,77.7033
Poughkeepsie,United States,41.6949,-73.921
Campos,Brazil,-21.7523,-41.3304
Metz,France,49.1203,6.1778
Nha Trang,Vietnam,12.2495,109.1908
Belgorod,Russia,50.6,36.6
Yola,Nigeria,9.2,12.4833
Lobito,Angola,-12.3597,13.5308
Saurimo,Angola,-9.6589,20.3934
Olinda,Brazil,-8.0089,-34.855
Bologna,Italy,44.4939,11.3428
Ad Diwaniyah,Iraq,31.9892,44.9247
Gujrat,Pakistan,32.5736,74.0789
Hancheng,China,35.4603,110.4292
Fuyu,China,45.1804,124.82
Karamay,China,45.5928,84.8711
Kakinada,India,16.9333,82.2167
Augusta,United States,33.3645,-82.0708
Bhilwara,India,25.35,74.6333
Tieli,China,46.9804,128.045
Cilegon,Indonesia,-6.0027,106.0112
Baicheng,China,45.6148,122.832
Nizamabad,India,18.6704,78.1
Boise,United States,43.6007,-116.2312
Tonala,Mexico,20.6167,-103.2333
Mwanza,Tanzania,-2.5167,32.9
Aqtobe,Kazakhstan,50.3,57.1667
Oxnard,United States,34.1963,-119.1815
Tetouan,Morocco,35.5667,-5.3667
Okazaki,Japan,34.95,137.1667
Cariacica,Brazil,-20.2639,-40.42
Ha'il,Saudi Arabia,27.5236,41.7001
Las Palmas,Spain,28.1272,-15.4314
Yidu,China,30.388,111.4505
Lianzhou,China,24.7868,112.3735
Florence,Italy,43.7714,11.2542
Scranton,United States,41.4044,-75.6649
Brno,Czechia,49.1953,16.6083
London,Canada,42.9836,-81.2497
Modesto,United States,37.6374,-121.0028
Kissimmee,United States,28.3042,-81.4164
Pasto,Colombia,1.2136,-77.2811
Ichinomiya,Japan,35.3039,136.8031
Qazvin,Iran,36.2688,50.0041
Irapuato,Mexico,20.6667,-101.35
Novi Sad,Serbia,45.2644,19.8317
Shihezi,China,44.3,86.0333
Shache,China,38.4261,77.25
Panihati,India,22.69,88.37
Huancayo,Peru,-12.0667,-75.2167
Aurora,United States,39.7087,-104.7273
Malabon,Philippines,14.6625,120.9567
Petion-Ville,Haiti,18.5098,-72.2856
Sintra,Portugal,38.7974,-9.3904
Parbhani,India,19.2704,76.76
Usulutan,El Salvador,13.35,-88.45
Youngstown,United States,41.0993,-80.6463
Christchurch,New Zealand,-43.5309,172.6365
Hatay,Turkey,36.2,36.15
Iquitos,Peru,-3.7333,-73.25
Sivas,Turkey,39.75,37.0167
Helixi,China,30.6267,118.9861
A Coruna,Spain,43.3713,-8.4188
Manukau City,New Zealand,-37.0,174.885
Stoke-on-Trent,United Kingdom,53.0,-2.1833
Cumana,Venezuela,10.45,-64.1667
Vinnytsia,Ukraine,49.2372,28.4672
Rohtak,India,28.9,76.5667
Latur,India,18.4004,76.57
Bello,Colombia,6.3319,-75.5581
Sanandaj,Iran,35.3097,46.9989
Nuevo Laredo,Mexico,27.4861,-99.5069
Ambon,Indonesia,-3.705,128.17
Mandaue City,Philippines,10.3333,123.9333
Keelung,Taiwan,25.1283,121.7419
Toyohashi,Japan,34.7667,137.3833
La Florida,Chile,-33.55,-70.5667
Varna,Bulgaria,43.2114,27.9111
Lengshuijiang,China,27.6858,111.4279
Anguo,China,38.4177,115.3204
Rajapalaiyam,India,9.4204,77.58
Rodriguez,Philippines,14.7167,121.1167
Madan,Iran,30.3307,48.2797
Az Zubayr,Iraq,30.3892,47.7081
Al Qatif,Saudi Arabia,26.5196,50.0115
Cuernavaca,Mexico,18.9186,-99.2342
Nicolas Romero,Mexico,19.5833,-99.3667
Huichang,China,34.9136,112.7852
Vitsyebsk,Belarus,55.1833,30.1667
Nagano,Japan,36.6486,138.1928
Bauru,Brazil,-22.3147,-49.0606
Yanjiao,China,39.9432,116.8036
Bochum,Germany,51.4833,7.2167
Anapolis,Brazil,-16.3269,-48.9528
Coventry,United Kingdom,52.4081,-1.5106
Zalantun,China,48.0033,122.7365
Tecamac,Mexico,19.7131,-98.9683
Ciudad General Escobedo,Mexico,25.7933,-100.1583
Wonsan,"Korea, North",39.1475,127.4461
Kocaeli,Turkey,40.7656,29.9406
Bengkulu,Indonesia,-3.7956,102.2592
Shuanghejiedao,China,30.3866,106.7756
Surgut,Russia,61.25,73.4333
Bobo-Dioulasso,Burkina Faso,11.1833,-4.2833
Umuahia,Nigeria,5.5333,7.4833
Gedaref,Sudan,14.0333,35.3833
Palu,Indonesia,-0.895,119.8594
Santa Rosa,Philippines,14.3167,121.1167
Pokhara,Nepal,28.2097,83.9853
Mahilyow,Belarus,53.9089,30.343
Wudalianchi,China,48.6433,126.1408
Sungai Petani,Malaysia,5.65,100.48
Nam Dinh,Vietnam,20.42,106.1683
Sinuiju,"Korea, North",40.1,124.4
Vitoria,Brazil,-20.3189,-40.3378
Hrodna,Belarus,53.6667,23.8167
Vladimir,Russia,56.1286,40.4058
Bilbao,Spain,43.2569,-2.9236
Sao Vicente,Brazil,-23.9633,-46.3922
Cubal,Angola,-13.0333,14.2333
Yong'an,China,25.9733,117.3593
Itaquaquecetuba,Brazil,-23.4864,-46.3486
Wuppertal,Germany,51.2667,7.1833
Minatitlan,Mexico,17.9833,-94.55
Nizhniy Tagil,Russia,57.9167,59.9667
Ponta Grossa,Brazil,-25.095,-50.1619
Hongzhai,China,35.0476,104.6394
Wakayama,Japan,34.2333,135.1667
Pavlodar,Kazakhstan,52.3156,76.9564
Gimpo,"Korea, South",37.6236,126.7142
Rahimyar Khan,Pakistan,28.4202,70.2952
Nara,Japan,34.6833,135.7833
Van,Turkey,38.5019,43.4167
Corrientes,Argentina,-27.4833,-58.8167
San Pedro,Philippines,14.3583,121.0583
Neiva,Colombia,2.9275,-75.2875
Arkhangelsk,Russia,64.55,40.5333
Licheng,China,24.4935,110.3902
Koshigaya,Japan,35.8911,139.7908
Cabimas,Venezuela,10.4,-71.4333
Yakeshi,China,49.2842,120.7283
Baguio City,Philippines,16.4152,120.5956
Ahmadnagar,India,19.0833,74.7333
Fayetteville,United States,36.0713,-94.166
Canoas,Brazil,-29.92,-51.18
Holguin,Cuba,20.8872,-76.2631
Qoqon,Uzbekistan,40.5404,70.94
Anaheim,United States,33.839,-117.8572
Yingmen,China,39.83,97.73
Piracicaba,Brazil,-22.725,-47.6489
Bydgoszcz,Poland,53.1167,18.0
Antofagasta,Chile,-23.6464,-70.398
Khorramabad,Iran,33.4667,48.35
Rajahmundry,India,16.9833,81.7833
Chita,Russia,52.0333,113.5
Caruaru,Brazil,-8.2828,-35.9758
Makiivka,Ukraine,48.0556,37.9611
Chitungwiza,Zimbabwe,-18.0,31.1
Pensacola,United States,30.4427,-87.1886
Victorville,United States,34.5277,-117.3536
Tanch'on,"Korea, North",40.458,128.911
Tokorozawa,Japan,35.7994,139.4689
Sumqayit,Azerbaijan,40.5917,49.6397
Kusti,Sudan,13.17,32.66
Al `Amarah,Iraq,31.8416,47.1512
Cuddapah,India,14.4667,78.8167
Simferopol,Ukraine,44.9484,34.1
Plovdiv,Bulgaria,42.1433,24.7489
Tarlac City,Philippines,15.4802,120.5979
Otsu,Japan,35.0167,135.85
Pelotas,Brazil,-31.7719,-52.3428
Lancaster,United States,34.6935,-118.1753
Greensboro,United States,36.0956,-79.8269
Iligan,Philippines,8.2333,124.25
East London,South Africa,-33.0153,27.9116
Franca,Brazil,-20.5389,-47.4008
Brest,Belarus,52.0847,23.6569
Kaluga,Russia,54.5333,36.2667
Yeosu,"Korea, South",34.7368,127.7458
Corpus Christi,United States,27.726,-97.3755
Muzaffarpur,India,26.12,85.3833
Lublin,Poland,51.2333,22.5667
Lianran,China,24.9211,102.4778
Alwar,India,27.5667,76.6167
Baishan,China,41.9377,126.4179
Kawagoe,Japan,35.9251,139.4858
Farg`ona,Uzbekistan,40.3864,71.7864
Tamuramachi-moriyama,Japan,37.3252,140.4134
Brahmapur,India,19.32,84.8
Buon Ma Thuot,Vietnam,12.6667,108.05
Binan,Philippines,14.3333,121.0833
Semey,Kazakhstan,50.4111,80.2275
Tarsus,Turkey,36.9167,34.9
Alicante,Spain,38.3453,-0.4831
Randburg,South Africa,-26.0936,28.0064
Tepic,Mexico,21.5083,-104.8931
Jitpur,Nepal,27.6666,85.3333
Kaesong,"Korea, North",37.964,126.5644
Beni,Congo (Kinshasa),0.5,29.4667
Petrolina,Brazil,-9.3928,-40.5078
Chinju,"Korea, South",35.1928,128.0847
Tangdong,China,25.9755,113.2302
Butuan,Philippines,8.9534,125.5288
Reading,United Kingdom,51.4542,-0.9731
Uberaba,Brazil,-19.7478,-47.9319
Belfast,United Kingdom,54.5964,-5.93
Iwaki,Japan,37.0333,140.8833
Blida,Algeria,36.4722,2.8333
Hangu,China,39.232,117.777
Yingzhong,China,32.2381,119.8133
Vina del Mar,Chile,-33.0245,-71.5518
Bielefeld,Germany,52.0167,8.5333
Cuenca,Ecuador,-2.8974,-79.0045
Fort Wayne,United States,41.0886,-85.1437
Lipa City,Philippines,13.9411,121.1622
Wad Medani,Sudan,14.4,33.51
Ribeirao das Neves,Brazil,-19.7669,-44.0869
Kamarhati,India,22.67,88.37
Maebashi,Japan,36.3833,139.0667
Thessaloniki,Greece,40.6403,22.9356
Ganca,Azerbaijan,40.6828,46.3606
Bilaspur,India,22.15,82.0167
Santa Ana,United States,33.7366,-117.8819
Mymensingh,Bangladesh,24.7504,90.38
Al Fayyum,Egypt,29.3,30.8333
Flint,United States,43.0235,-83.6922
Kendari,Indonesia,-3.9675,122.5947
Balikesir,Turkey,39.6511,27.8842
Az Zaqaziq,Egypt,30.5667,31.5
Thai Nguyen,Vietnam,21.6,105.85
Smolensk,Russia,54.7828,32.0453
Asahikawa,Japan,43.7706,142.365
Islip,United States,40.7384,-73.1887
Wonju,"Korea, South",37.3417,127.9208
Dahuk,Iraq,36.85,42.9833
Batangas,Philippines,13.75,121.05
Mathura,India,27.4833,77.6833
Barishal,Bangladesh,22.7,90.3667
Bamiantong,China,44.9164,130.5212
Patiala,India,30.3204,76.385
Cainta,Philippines,14.5667,121.1167
Bonn,Germany,50.7339,7.0997
Sao Jose dos Pinhais,Brazil,-25.535,-49.2058
Vung Tau,Vietnam,10.4042,107.1417
Markham,Canada,43.8767,-79.2633
Saugor,India,23.8504,78.75
Malmo,Sweden,55.5932,13.0214
Roodepoort,South Africa,-26.1625,27.8725
Gomez Palacio,Mexico,25.5611,-103.4983
Volzhskiy,Russia,48.7833,44.7667
Taourirt,Morocco,34.41,-2.89
Bijapur,India,16.8244,75.7154
Sukabumi,Indonesia,-6.9197,106.9272
Fayetteville,United States,35.0846,-78.9776
Taytay,Philippines,14.5692,121.1325
Ulanhot,China,46.0726,122.0719
Nakuru,Kenya,-0.2833,36.0667
Yunzhong,China,39.8143,113.0946
Al Fallujah,Iraq,33.35,43.7833
Kochi,Japan,33.5589,133.5314
Boa Vista,Brazil,2.82,-60.6719
Gwangmyeongni,"Korea, South",37.4772,126.8664
Bari,Italy,41.1253,16.8667
Pucallpa,Peru,-8.3833,-74.55
Kuching,Malaysia,1.5397,110.3542
Zinder,Niger,13.8,8.9833
Caucaia,Brazil,-3.7328,-38.6558
Gonder,Ethiopia,12.6,37.4667
Jackson,United States,32.3163,-90.2124
Mekele,Ethiopia,13.4969,39.4769
Kulti,India,23.73,86.85
Santa Rosa,United States,38.4458,-122.7067
Gonaives,Haiti,19.4456,-72.6883
Lansing,United States,42.7142,-84.5601
Naha,Japan,26.2122,127.6789
Binxian,China,35.0364,108.0764
San Juan,Puerto Rico,18.4037,-66.0636
Lexington,United States,38.0423,-84.4587
Hotan,China,37.1012,79.9327
Uige,Angola,-7.6167,15.05
Newcastle,Australia,-32.9167,151.75
Kurgan,Russia,55.4408,65.3411
Kaiyuan,China,23.7147,103.2585
Temara,Morocco,33.9234,-6.9076
Uruapan,Mexico,19.4208,-102.0628
Camaguey,Cuba,21.3786,-77.9186
Ann Arbor,United States,42.2755,-83.7312
San Salvador de Jujuy,Argentina,-24.1856,-65.2994
Timisoara,Romania,45.7597,21.23
Cordoba,Spain,37.8845,-4.7796
Al Kut,Iraq,32.4907,45.8304
Tapachula,Mexico,14.9,-92.2667
Shahjanpur,India,27.8804,79.905
Cherepovets,Russia,59.1333,37.9167
San Miguelito,Panama,9.05,-79.5
Menongue,Angola,-14.6585,17.691
Poltava,Ukraine,49.5744,34.5686
Henderson,United States,36.0133,-115.038
Maroua,Cameroon,10.5823,14.3275
Kaech'on,"Korea, North",39.6986,125.9061
Asan,"Korea, South",36.35,126.9167
Coatzacoalcos,Mexico,18.15,-94.4333
Huntsville,United States,34.6988,-86.6412
Oskemen,Kazakhstan,49.99,82.6149
Tampico,Mexico,22.2553,-97.8686
Trichur,India,10.52,76.21
Cluj-Napoca,Romania,46.7667,23.6
General Trias,Philippines,14.3833,120.8833
Cirebon,Indonesia,-6.7167,108.5667
Boaco,Nicaragua,12.4722,-85.6586
Ca Mau,Vietnam,9.1833,105.15
Cabuyao,Philippines,14.275,121.125
Vologda,Russia,59.2167,39.9
Saransk,Russia,54.1833,45.1833
Mobile,United States,30.6783,-88.1162
Bor,South Sudan,6.2167,31.55
Munster,Germany,51.9625,7.6256
Barddhaman,India,23.25,87.85
Toshima,Japan,35.7333,139.7167
Karlsruhe,Germany,49.0167,8.4
Kasur,Pakistan,31.1167,74.45
Yakou,China,33.2937,113.5203
Orel,Russia,52.9686,36.0694
Safi,Morocco,32.2833,-9.2333
Shahr-e Qods,Iran,35.7214,51.1089
Vitoria da Conquista,Brazil,-14.8661,-40.8394
Hamah,Syria,35.1333,36.75
Guaruja,Brazil,-23.9936,-46.2564
Catania,Italy,37.5027,15.0873
Purnea,India,25.78,87.47
Datang,China,22.9476,113.9326
Fort Collins,United States,40.5478,-105.0656
Port Elizabeth,South Africa,-33.9581,25.6
Alanya,Turkey,36.5436,31.9997
Asheville,United States,35.5704,-82.5536
Santa Clarita,United States,34.4175,-118.4964
Gorgan,Iran,36.83,54.48
Quy Nhon,Vietnam,13.7696,109.2314
Sambalpur,India,21.4704,83.9701
Yokkaichi,Japan,34.9667,136.6167
Chalco,Mexico,19.2647,-98.8975
Mannheim,Germany,49.4878,8.4661
Namp'o,"Korea, North",38.7333,125.4
Shahriar,Iran,35.6597,51.0592
Coban,Guatemala,15.4833,-90.3667
Kasugai,Japan,35.25,136.9667
Sapele,Nigeria,5.8904,5.68
Blumenau,Brazil,-26.9189,-49.0658
Sariwon,"Korea, North",38.5039,125.7589
St. Catharines,Canada,43.1833,-79.2333
Matadi,Congo (Kinshasa),-5.8167,13.4833
Niagara Falls,Canada,43.06,-79.1067
Firozabad,India,27.15,78.3949
San Fernando,Philippines,15.0333,120.6833
St. Paul,United States,44.9477,-93.104
Vladikavkaz,Russia,43.04,44.6775
Yakutsk,Russia,62.0272,129.7319
Minna,Nigeria,9.6139,6.5569
Hisar,India,29.1489,75.7367
Puerto La Cruz,Venezuela,10.2167,-64.6167
Podolsk,Russia,55.4297,37.5444
Ciudad Victoria,Mexico,23.7333,-99.1333
Ciudad del Este,Paraguay,-25.5167,-54.6167
Vaughan,Canada,43.8333,-79.5
Oakashicho,Japan,34.6431,134.9975
Pekalongan,Indonesia,-6.8883,109.6753
Adiyaman,Turkey,37.7644,38.2763
Vila Nova de Gaia,Portugal,41.1333,-8.6167
Curepipe,Mauritius,-20.3162,57.5166
Cabanatuan City,Philippines,15.4833,120.9667
Paulista,Brazil,-7.9408,-34.8728
Oaxaca,Mexico,17.0833,-96.75
Armenia,Colombia,4.5389,-75.6725
Akita,Japan,39.7197,140.1025
San Bernardo,Chile,-33.6,-70.7167
Wollongong,Australia,-34.4331,150.8831
Brest,France,48.39,-4.49
Awka,Nigeria,6.2,7.0667
Iksan,"Korea, South",35.9439,126.9544
Taubate,Brazil,-23.0333,-45.55
Antioch,United States,37.9789,-121.7958
Lakeland,United States,28.0556,-81.9545
Soc Trang,Vietnam,9.6,105.9719
Awasa,Ethiopia,7.05,38.4667
Mardan,Pakistan,34.1958,72.0447
Popayan,Colombia,2.4411,-76.6061
Praia Grande,Brazil,-24.0058,-46.4028
Qianzhou,China,28.3185,109.7318
Cotabato,Philippines,7.2167,124.25
Valladolid,Spain,41.6528,-4.7236
Mossoro,Brazil,-5.1878,-37.3439
Coatepeque,Guatemala,14.7,-91.8667
Bidar,India,17.9229,77.5175
Bialystok,Poland,53.1167,23.1667
Merida,Venezuela,8.5833,-71.1333
Murmansk,Russia,68.9667,33.0833
Ar Raqqah,Syria,35.95,39.0167
Afyonkarahisar,Turkey,38.7581,30.5386
